Game,Console,Publisher,Developer,Critic_Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Last_Update__Real,Release_Date
Dead_or_Alive_5,X360_b,Tecmo_Koei,Team_Ninja,7.6,330000,200000,80000,30000,30000,1944,11949
NBA_2K13,X360_b,2K_Sports,Visual_Concepts,8.6,3110000,2620000,210000,10000,280000,1918,11956
NBA_2K13,PS3_b,2K_Sports,Visual_Concepts,8.9,2630000,1740000,460000,50000,390000,1918,11956
Assassin's_Creed_III,PS3_b,Ubisoft,Ubisoft_Montreal,8.8,6500000,2650000,2610000,160000,1080000,1989,11984
Harvest_Moon_3D:_A_New_Beginning,3DS_b,Natsume,Marvelous,8.2,950000,410000,180000,310000,60000,1886,11991
ZombiU,WiiU_b,Ubisoft,Ubisoft_Montpellier,6.9,840000,350000,370000,50000,70000,2812,12003
Sonic_&_Sega_All-Stars_Racing_Transformed,WiiU_b,Sega,Sumo_Digital,6.9,530000,190000,280000,20000,40000,2855,12003
Epic_Mickey:_Power_of_Illusion,3DS_b,Disney_Interactive_Studios,DreamRift,6.6,500000,360000,50000,40000,40000,1876,12003
Disney_Epic_Mickey_2:_The_Power_of_Two,WiiU_b,Disney_Interactive_Studios,Junction_Point_Studios,5.9,240000,130000,80000,10000,20000,2854,12003
Tekken_Tag_Tournament_2,WiiU_b,Namco_Bandai_Games,Bandai_Namco_Games,8.1,190000,90000,70000,10000,10000,1979,12003
Tank!_Tank!_Tank!,WiiU_b,Namco_Bandai_Games,Namco_Bandai_Games,4.7,70000,20000,10000,50000,0,1885,12003
Metal_Gear_Rising:_Revengeance,PS3_b,Konami_Digital_Entertainment,PlatinumGames,9,1500000,470000,410000,440000,180000,1787,12095
Crysis_3,X360_b,Electronic_Arts,Crytek,7.6,920000,510000,320000,10000,80000,1813,12095
Crysis_3,PS3_b,Electronic_Arts,Crytek,8.2,910000,260000,480000,30000,140000,1848,12095
Tomb_Raider_(2013),PS3_b,Square_Enix,Crystal_Dynamics,8.9,2510000,600000,1450000,80000,380000,1766,12110
Tomb_Raider_(2013),X360_b,Square_Enix,Crystal_Dynamics,8.5,1900000,860000,870000,10000,160000,1766,12110
Naruto_Powerful_Shippuden,3DS_b,Namco_Bandai_Games,Namco_Bandai_Games,8,160000,80000,20000,40000,10000,2071,12110
Castlevania:_Lords_of_Shadow_-_Mirror_of_Fate,3DS_b,Konami_Digital_Entertainment,Mercury_Steam,7.2,160000,40000,80000,30000,10000,2071,12110
Monster_Hunter_3_Ultimate,WiiU_b,Capcom,Capcom,8.7,710000,240000,200000,220000,40000,1775,12124
BioShock_Infinite,PS3_b,2K_Games,Irrational_Games,9.5,1820000,740000,740000,40000,300000,1748,12131
Dead_Island:_Riptide,X360_b,Deep_Silver,Techland,5.6,790000,440000,270000,10000,70000,1786,12159
Dead_Island:_Riptide,PS3_b,Deep_Silver,Techland,6.6,640000,260000,210000,70000,100000,1786,12159
Resident_Evil:_Revelations,PS3_b,Capcom,Capcom,7.6,760000,140000,320000,220000,90000,1759,12187
Resident_Evil:_Revelations,X360_b,Capcom,Capcom,7.4,260000,120000,100000,20000,20000,1759,12187
Resident_Evil:_Revelations,WiiU_b,Capcom,Capcom,7.5,220000,90000,80000,30000,20000,1759,12187
Game_&_Wario,WiiU_b,Nintendo,Intelligent_Systems,6.2,250000,60000,60000,120000,10000,1725,12220
Tom_Clancy's_Splinter_Cell:_Blacklist,X360_b,Ubisoft,Ubisoft_Toronto,8.4,1000000,570000,330000,10000,90000,1660,12278
Tom_Clancy's_Splinter_Cell:_Blacklist,PS3_b,Ubisoft,Ubisoft_Toronto,8.3,980000,340000,440000,60000,150000,1660,12278
Rayman_Legends,WiiU_b,Ubisoft,Ubisoft_Montpellier,9.5,680000,250000,350000,30000,50000,1945,12292
The_Wonderful_101,WiiU_b,Nintendo,PlatinumGames,8,360000,150000,110000,80000,20000,1640,12304
Grand_Theft_Auto_V,PS3_b,Rockstar_Games,Rockstar_North,9.4,20320000,6370000,9850000,990000,3120000,0,12306
Pro_Evolution_Soccer_2014,PS3_b,Konami_Digital_Entertainment,Konami,8.3,1080000,30000,460000,510000,80000,1618,12313
Etrian_Odyssey:_Millennium_Girl,3DS_b,Atlus,Atlus,8.1,260000,100000,10000,140000,10000,1895,12320
Rocksmith_2014,PS3_b,Ubisoft,Ubisoft_San_Francisco,9.1,1050000,560000,260000,50000,170000,1597,12341
Rocksmith_2014,X360_b,Ubisoft,Ubisoft_San_Francisco,8.4,990000,730000,160000,0,100000,1597,12341
Hometown_Story,3DS_b,Natsume,Toy_Box,5.5,500000,290000,130000,40000,40000,1543,12341
Assassin's_Creed_IV:_Black_Flag,PS3_b,Ubisoft,Ubisoft_Montreal,8.7,3940000,1340000,1860000,130000,620000,1596,12348
Battlefield_4,PS3_b,Electronic_Arts,EA_DICE,8.7,3640000,1310000,1500000,270000,550000,1526,12348
Battlefield_4,X360_b,Electronic_Arts,EA_DICE,8.7,3540000,2160000,1050000,20000,320000,1526,12348
Assassin's_Creed_IV:_Black_Flag,X360_b,Ubisoft,Ubisoft_Montreal,8.5,3340000,1900000,1140000,10000,300000,1604,12348
Sonic_Lost_World,3DS_b,Sega,Dimps_Corporation,5.2,480000,220000,150000,70000,40000,1620,12348
Sonic_Lost_World,WiiU_b,Sega,Sonic_Team,6,370000,200000,130000,10000,30000,1620,12348
Call_of_Duty:_Ghosts,X360_b,Activision,Infinity_Ward,6.9,10410000,6760000,2640000,40000,980000,1596,12355
Call_of_Duty:_Ghosts,PS3_b,Activision,Infinity_Ward,7.5,10130000,4110000,4010000,390000,1620000,1596,12355
Call_of_Duty:_Ghosts,WiiU_b,Activision,Infinity_Ward,8.8,350000,220000,90000,10000,30000,1596,12355
Call_of_Duty:_Ghosts,PS4_b,Activision,Infinity_Ward,7.5,4170000,1790000,1640000,50000,690000,1586,12365
Battlefield_4,PS4_b,Electronic_Arts,EA_DICE,8.3,3940000,1400000,1740000,190000,620000,1514,12365
Assassin's_Creed_IV:_Black_Flag,PS4_b,Ubisoft,Ubisoft_Montreal,8.3,3190000,1070000,1550000,60000,510000,1579,12365
Mario_&_Sonic_at_the_Sochi_2014_Olympic_Winter_Games,WiiU_b,Nintendo,Sega_Sports_R&D,5.9,800000,370000,230000,140000,60000,1536,12365
Wii_Fit_U,WiiU_b,Nintendo,Nintendo,7.2,860000,350000,240000,210000,60000,1477,12420
The_LEGO_Movie_Videogame,PS4_b,Warner_Bros._Interactive_Entertainment,TT_Fusion,6,710000,260000,320000,10000,110000,1502,12448
Plants_vs_Zombies:_Garden_Warfare,X360_b,Electronic_Arts,PopCap_Games,8,1130000,540000,500000,0,90000,1440,12466
Plants_vs_Zombies:_Garden_Warfare,XOne_b,Electronic_Arts,PopCap_Games,7.6,710000,390000,250000,0,60000,1440,12466
Metal_Gear_Solid_V:_Ground_Zeroes,PS4_b,Konami_Digital_Entertainment,Kojima_Productions,7.6,1200000,360000,500000,170000,170000,1464,12488
Metal_Gear_Solid_V:_Ground_Zeroes,PS3_b,Konami_Digital_Entertainment,Kojima_Productions,8.5,590000,130000,130000,280000,50000,1464,12488
Metal_Gear_Solid_V:_Ground_Zeroes,X360_b,Konami_Digital_Entertainment,Kojima_Productions,8.3,140000,60000,50000,10000,10000,1464,12488
2014_FIFA_World_Cup_Brazil,PS3_b,EA_Sports,EA_Canada,7.9,660000,150000,400000,10000,100000,1436,12516
2014_FIFA_World_Cup_Brazil,X360_b,EA_Sports,EA_Canada,7.3,440000,150000,250000,0,30000,1436,12516
Mario_Golf:_World_Tour,3DS_b,Nintendo,Camelot_Software_Planning,8.1,490000,140000,150000,180000,30000,1346,12533
Atelier_Rorona:_Alchemist_of_Arland,PS3_b,NIS_America,Gust,6.4,480000,220000,100000,110000,50000,0,12586
Wii_Sports_Club,WiiU_b,Nintendo,Nintendo,6.7,380000,170000,140000,40000,30000,1327,12617
Professor_Layton_vs_Ace_Attorney,3DS_b,Nintendo,Level_5,8.1,820000,200000,270000,300000,40000,1225,12652
FIFA_15,PS4_b,EA_Sports,EA_Canada,8.1,6320000,830000,4490000,50000,940000,1276,12677
FIFA_15,PS3_b,EA_Sports,EA_Canada,6.9,4560000,590000,3250000,40000,680000,1276,12677
Arcana_Heart_3,PS3_b,Aksys_Games,Examu_Inc.,7,200000,40000,50000,100000,20000,0,12677
Minecraft,PS4_b,Sony_Computer_Entertainment,Mojang,9.4,6330000,1890000,3130000,350000,960000,1437,12691
Tenkai_Knights:_Brave_Battle,3DS_b,Namco_Bandai_Games,Delta_Factory,4.5,20000,10000,10000,0,0,1568,12691
The_Evil_Within,PS4_b,Bethesda_Softworks,Tango_Gameworks,7.7,1860000,560000,900000,110000,280000,1245,12698
The_Evil_Within,XOne_b,Bethesda_Softworks,Tango_Gameworks,7.9,690000,360000,270000,0,60000,1245,12698
Pok̩mon_Art_Academy,3DS_b,Nintendo,Headstrong_Games,7.8,500000,180000,120000,170000,30000,1378,12708
Sunset_Overdrive,XOne_b,Microsoft_Studios,Insomniac_Games,8,1160000,640000,420000,0,100000,1164,12712
Call_of_Duty:_Advanced_Warfare,PS4_b,Activision,Sledgehammer_Games,8.5,7530000,2840000,3340000,140000,1220000,1155,12719
Call_of_Duty:_Advanced_Warfare,XOne_b,Activision,Sledgehammer_Games,8.3,5220000,3250000,1490000,10000,480000,1152,12719
Call_of_Duty:_Advanced_Warfare,X360_b,Activision,High_Moon_Studios,9.1,4340000,2810000,1130000,0,410000,1155,12719
Call_of_Duty:_Advanced_Warfare,PS3_b,Activision,High_Moon_Studios,9.1,4270000,1590000,1810000,200000,670000,1155,12719
Grand_Theft_Auto_V,PS4_b,Rockstar_Games,Rockstar_North,9.7,19390000,6060000,9710000,600000,3020000,1140,12733
Grand_Theft_Auto_V,XOne_b,Rockstar_Games,Rockstar_North,9,8720000,4700000,3250000,10000,760000,1239,12733
Far_Cry_4,PS4_b,Ubisoft,Ubisoft_Montreal,8.4,4060000,1180000,2140000,110000,630000,1160,12733
Far_Cry_4,XOne_b,Ubisoft,Ubisoft_Montreal,8.5,1680000,850000,680000,20000,140000,1160,12733
Dead_or_Alive_5,PS3_b,Tecmo_Koei,Team_Ninja,7.6,650000,230000,150000,210000,70000,1070,12823
Dead_or_Alive_5_Last_Round,PS4_b,Tecmo_Koei,Team_Ninja,7.1,350000,90000,130000,90000,40000,1372,12823
Dead_or_Alive_5_Last_Round,XOne_b,Tecmo_Koei,Team_Ninja,7.5,100000,50000,30000,10000,10000,1372,12823
The_Order:_1886,PS4_b,Sony_Computer_Entertainment,Ready_at_Dawn,6.2,1620000,440000,860000,70000,250000,1046,12826
Kirby_and_the_Rainbow_Curse,WiiU_b,Nintendo,HAL_Laboratory,8.2,580000,260000,140000,130000,40000,1124,12826
Code_Name:_S.T.E.A.M.,3DS_b,Nintendo,Intelligent_Systems,8,220000,140000,50000,20000,20000,1391,12848
Etrian_Mystery_Dungeon,3DS_b,Atlus,Spike_Chunsoft,7.6,280000,110000,10000,140000,10000,1205,12873
Xenoblade_Chronicles,3DS_b,Nintendo,Monolith_Soft,8.6,560000,240000,150000,130000,40000,1009,12876
Batman:_Arkham_Knight,PS4_b,Warner_Bros._Interactive,Rocksteady_Studios,8.1,4110000,1650000,1680000,110000,660000,924,12950
Hatsune_Miku:_Project_Mirai_DX,3DS_b,Sega,Sega,7.5,380000,200000,40000,110000,30000,993,13027
FIFA_16,PS4_b,EA_Sports,EA_Canada,8.5,8220000,1150000,5770000,70000,1230000,921,13041
FIFA_16,PS3_b,EA_Sports,EA_Canada,9,2550000,430000,1680000,50000,380000,921,13041
NBA_2K16,PS4_b,2K_Sports,Visual_Concepts,8.7,3980000,2560000,660000,50000,710000,910,13048
Chibi-Robo!_Zip_Lash,3DS_b,Nintendo,Nintendo,5.5,320000,140000,90000,70000,20000,826,13058
The_Legend_of_Legacy,3DS_b,Atlus,Cattle_Call,6,290000,140000,20000,110000,20000,958,13062
Dragon_Ball_Z:_Extreme_Butoden,3DS_b,Namco_Bandai_Games,Arc_System_Works,5,350000,130000,30000,170000,20000,818,13069
Assassin's_Creed_Syndicate,PS4_b,Ubisoft,Ubisoft_Quebec,8.6,3600000,900000,2060000,80000,550000,923,13072
Need_for_Speed_(2015),PS4_b,Electronic_Arts,Ghost_Games,7,2720000,590000,1660000,60000,410000,881,13083
Fallout_4,PS4_b,Bethesda_Softworks,Bethesda_Game_Studios,8.6,8480000,2910000,3970000,270000,1340000,864,13090
Fallout_4,XOne_b,Bethesda_Softworks,Bethesda_Game_Studios,8.4,5030000,2940000,1620000,20000,450000,864,13090
Rodea_the_Sky_Soldier,WiiU_b,NIS_America,Kadokawa_Games,7,140000,100000,20000,10000,10000,877,13090
Animal_Crossing:_Amiibo_Festival,WiiU_b,Nintendo,Nd_Cube_Co.__Ltd.,4.8,490000,230000,120000,100000,40000,816,13093
Star_Wars_Battlefront_(2015),PS4_b,Electronic_Arts,EA_DICE,7.1,8030000,3310000,3190000,230000,1300000,857,13097
Star_Wars_Battlefront_(2015),XOne_b,Electronic_Arts,EA_DICE,6.9,4150000,2490000,1260000,20000,380000,857,13097
Stella_Glow,3DS_b,Atlus,imageepoch_Inc.,7.5,260000,170000,10000,60000,20000,924,13097
Mario_Tennis_Ultra_Smash,WiiU_b,Nintendo,Camelot_Software_Planning,6.1,540000,160000,200000,150000,30000,851,13100
Just_Cause_3,PS4_b,Square_Enix,Avalanche_Studios,7.5,1980000,530000,1070000,90000,300000,854,13111
Xenoblade_Chronicles_X,WiiU_b,Nintendo,Monolith_Soft,8.1,840000,340000,290000,150000,60000,762,13114
Final_Fantasy_Explorers,3DS_b,Square_Enix,Square_Enix,7.3,590000,170000,100000,290000,30000,712,13166
Gravity_Rush_Remastered,PS4_b,Sony_Computer_Entertainment,Bluepoint_Games,7.9,160000,20000,60000,50000,20000,964,13173
Project_X_Zone_2,3DS_b,Namco_Bandai_Games,Monolith_Soft,6.6,190000,60000,40000,90000,10000,849,13187
Far_Cry:_Primal,PS4_b,Ubisoft,Ubisoft_Montreal,7.2,2730000,630000,1610000,70000,410000,770,13194
Star_Fox:_Zero,WiiU_b,Nintendo,Nintendo_EPD,6.7,440000,200000,120000,90000,30000,940,13253
Overwatch,PS4_b,Blizzard_Entertainment,Blizzard_Entertainment,8.8,4540000,1840000,1800000,170000,730000,669,13285
Minecraft,WiiU_b,Mojang,4J_Studios,5.5,1470000,500000,490000,380000,90000,779,13309
Tokyo_Mirage_Sessions_#FE,WiiU_b,Nintendo,Atlus,8,330000,170000,60000,80000,20000,1489,13316
7th_Dragon_III_Code:_VFD,3DS_b,Sega,Sega,7.5,240000,60000,40000,130000,10000,647,13334
No_Man's_Sky,PS4_b,Hello_Games,Hello_Games,6.8,2260000,890000,970000,40000,370000,603,13362
Metroid_Prime:_Federation_Force,3DS_b,Nintendo,Next_Level_Games,6.3,150000,80000,20000,30000,10000,682,13372
NBA_2K17,PS4_b,2K_Sports,Visual_Concepts,9,3520000,2280000,590000,30000,630000,558,13400
Shin_Megami_Tensei_IV:_Apocalypse,3DS_b,Atlus,Atlus,8.1,370000,150000,50000,160000,20000,616,13404
FIFA_17,PS4_b,Electronic_Arts,EA_Canada,8.9,10940000,1260000,7950000,120000,1610000,547,13411
Sonic_Boom:_Fire_&_Ice,3DS_b,Sega,Sanzaru_Games,6.9,250000,140000,80000,20000,20000,1409,13411
Mafia_III,PS4_b,2K_Games,Hangar_13,6.9,2870000,720000,1670000,40000,440000,542,13421
Paper_Mario:_Color_Splash,WiiU_b,Nintendo,Intelligent_Systems,7.4,870000,350000,370000,80000,60000,540,13421
Disney_Magic_World_2,3DS_b,Nintendo,High_Horse_Entertainment,7.5,580000,70000,250000,230000,20000,450,13428
Battlefield_1,PS4_b,Electronic_Arts,EA_DICE,9.1,7260000,2200000,3650000,290000,1120000,519,13435
Battlefield_1,XOne_b,Electronic_Arts,EA_DICE,9.3,5130000,3370000,1260000,20000,480000,519,13435
The_Elder_Scrolls_V:_Skyrim_Special_Edition,PS4_b,Bethesda_Softworks,Bethesda_Softworks,8.3,3360000,1240000,1500000,80000,540000,520,13442
Titanfall_2,PS4_b,Electronic_Arts,Respawn_Entertainment,8.9,1720000,750000,620000,60000,280000,609,13442
Mario_Party:_Star_Rush,3DS_b,Nintendo,Nd_Cube_Co.__Ltd.,6.2,870000,250000,370000,200000,50000,745,13449
Dragon_Ball:_Fusions,3DS_b,Namco_Bandai_Games,Ganbarion,6.3,540000,170000,90000,240000,30000,417,13467
Final_Fantasy_XV,PS4_b,Square_Enix,Square_Enix,8.1,5070000,1810000,1530000,1050000,680000,521,13474
The_Last_Guardian,PS4_b,Sony_Interactive_Entertainment,SIE_Japan_Studio,7.9,1290000,400000,580000,130000,190000,484,13481
Dragon_Quest_VIII:_Journey_of_the_Cursed_King,3DS_b,Nintendo,Level_5_/_Armor_Project,8.8,1150000,140000,110000,880000,20000,352,13525
Poochy_&_Yoshi's_Woolly_World,3DS_b,Nintendo,Good-Feel,7.5,550000,200000,160000,170000,30000,338,13539
Story_of_Seasons:_Trio_of_Towns,3DS_b,Marvelous_Interactive,Marvelous_Entertainment,7.9,490000,190000,60000,220000,30000,456,13564
Super_Bomberman_R,NS_b,Konami_Digital_Entertainment,HexaDrive,6.3,870000,310000,320000,190000,60000,386,13568
Tom_Clancy's_Ghost_Recon_Wildlands,PS4_b,Ubisoft,Ubisoft_Paris,7,3120000,1070000,1350000,220000,470000,390,13572
Mario_Sports_Superstars,3DS_b,Nintendo,Namco_Bandai_Games,6,460000,180000,120000,130000,30000,301,13589
LEGO_City_Undercover,PS4_b,Warner_Bros._Interactive_Entertainment,TT_Fusion,8,750000,170000,460000,10000,120000,415,13600
LEGO_City_Undercover,NS_b,Warner_Bros._Interactive_Entertainment,TT_Fusion,8,650000,230000,330000,30000,50000,325,13600
Ultra_Street_Fighter_II:_The_Final_Challengers,NS_b,Capcom,Capcom,7,570000,220000,220000,90000,40000,222,13652
Ever_Oasis,3DS_b,Nintendo,GREZZO,8.1,290000,130000,80000,50000,20000,204,13680
RPG_Maker:_Fes,3DS_b,NIS_America,Kadokawa_Games,7,70000,30000,0,20000,0,299,13684
Fate/Extella:_The_Umbral_Star,NS_b,Xseed_Games,Marvelous_Entertainment,8,210000,100000,60000,40000,20000,160,13712
Hey!_Pikmin,3DS_b,Nintendo,Arzest,6.8,440000,170000,80000,170000,30000,189,13715
Sonic_Mania,NS_b,Sega,PagodaWest_Games,8.8,470000,230000,180000,10000,40000,130,13733
Everybody's_Golf,PS4_b,Sony_Interactive_Entertainment,Clap_Hanz,8.1,560000,120000,220000,170000,60000,390,13747
Resident_Evil:_Revelations,PS4_b,Capcom,Capcom,7.2,180000,60000,60000,40000,20000,199,13747
LEGO_Worlds,NS_b,Warner_Bros._Interactive_Entertainment,Traveller's_Tales,5,580000,210000,330000,0,40000,172,13754
Knack_2,PS4_b,Sony_Interactive_Entertainment,SIE_Japan_Studio,6.7,470000,140000,250000,10000,70000,383,13754
Monster_Hunter_Stories,3DS_b,Capcom,Marvelous,8.1,700000,140000,150000,390000,30000,257,13757
Metroid:_Samus_Returns,3DS_b,Nintendo,Mercury_Steam,9.1,560000,300000,150000,70000,50000,371,13764
NBA_2K18,PS4_b,2K_Sports,Visual_Concepts,8.1,3340000,2130000,570000,40000,590000,195,13768
NBA_2K18,NS_b,2K_Sports,Visual_Concepts,7.5,430000,300000,60000,30000,40000,107,13768
NBA_2K18,PS3_b,2K_Sports,Visual_Concepts,7,90000,60000,10000,10000,10000,195,13768
FIFA_18,PS4_b,EA_Sports,EA_Vancouver,8.3,11800000,1270000,8640000,150000,1730000,185,13778
FIFA_18,NS_b,EA_Sports,EA_Vancouver,5.8,1100000,350000,550000,130000,70000,185,13778
Forza_Motorsport_7,XOne_b,Microsoft_Studios,Turn_10_Studios,8.9,1520000,580000,810000,10000,120000,100,13782
Etrian_Odyssey_V:_Beyond_the_Myth,3DS_b,Atlus,Atlus,7.9,270000,110000,10000,140000,10000,89,13796
Fire_Emblem_Warriors,NS_b,Nintendo,Omega_Force,7.3,510000,220000,140000,100000,40000,1017,13799
Wolfenstein_II:_The_New_Colossus,PS4_b,Bethesda_Softworks,MachineGames,9,1360000,550000,580000,10000,220000,195,13806
Monopoly_for_Nintendo_Switch,NS_b,Ubisoft,Engine_Software,5.3,300000,60000,220000,10000,20000,453,13810
Call_of_Duty:_WWII,PS4_b,Activision,Sledgehammer_Games,8,13400000,4670000,6210000,400000,2120000,58,13813
Sonic_Forces,NS_b,Sega,Sonic_Team,5.4,740000,390000,270000,10000,60000,95,13817
Need_for_Speed:_Payback,PS4_b,Electronic_Arts,Ghost_Games,5.8,2180000,620000,1180000,40000,340000,145,13820
Mario_Party:_The_Top_100,3DS_b,Nintendo,Nd_Cube_Co.__Ltd.,5,690000,230000,170000,240000,40000,997,13820
Doom_(2016),NS_b,Bethesda_Softworks,id_Software,8.2,430000,240000,150000,10000,40000,55,13820
The_Elder_Scrolls_V:_Skyrim,NS_b,Bethesda_Softworks,Bethesda_Softworks,8.6,1150000,670000,320000,60000,100000,44,13827
Gear.Club_Unlimited,NS_b,Microids,Eden_Games,6.1,150000,100000,30000,10000,10000,46,13831
Kirby:_Battle_Royale,3DS_b,Nintendo,HAL_Laboratory,6,330000,70000,50000,200000,10000,-16,13889
Shadow_of_the_Colossus,PS4_b,Sony_Interactive_Entertainment,Bluepoint_Games,9.3,1200000,440000,520000,50000,190000,294,13907
Dragon_Quest_Builders:_Revive_Alefgard,NS_b,Square_Enix,Square_Enix,8,220000,70000,70000,70000,10000,-5,13910
Radiant_Historia:_Perfect_Chronology,3DS_b,Atlus,Atlus,8.1,210000,110000,30000,60000,10000,17,13914
Life_Is_Strange:_Before_the_Storm,PS4_b,Square_Enix,Deck_Nine,7.5,220000,110000,60000,20000,30000,125,13936
Burnout_Paradise_Remastered,PS4_b,Electronic_Arts,Stellar_Entertainment,8,370000,80000,220000,10000,60000,-21,13946
Attack_on_Titan_2,NS_b,Koei_Tecmo,Omega_Force,7,230000,120000,20000,80000,20000,10,13950
Attack_on_Titan_2,PS4_b,Koei_Tecmo,Omega_Force,7.8,220000,90000,40000,60000,30000,10,13950
Ni_no_Kuni_II:_Revenant_Kingdom,PS4_b,Namco_Bandai_Games,Level_5,8.7,890000,330000,310000,120000,130000,-24,13953
Detective_Pikachu,3DS_b,Nintendo,Creatures_Inc.,7.1,470000,150000,170000,120000,30000,-71,13953
Far_Cry_5,PS4_b,Ubisoft,Ubisoft,7.9,3950000,1440000,1730000,150000,620000,-28,13957
Nintendo_Labo:_Toy-Con_02_Robot_Kit,NS_b,Nintendo,Nintendo_EPD,7,360000,180000,80000,80000,30000,212,13981
Hyrule_Warriors:_Definitive_Edition,NS_b,Nintendo,Omega_Force,8,460000,210000,150000,70000,30000,591,14009
Street_Fighter_30th_Anniversary_Collection,NS_b,Capcom,Capcom,8.5,190000,120000,40000,10000,20000,162,14020
BlazBlue:_Cross_Tag_Battle,NS_b,Arc_System_Works,Arc_System_Works,8,70000,40000,10000,10000,10000,1,14027
Sushi_Striker:_The_Way_of_Sushido,NS_b,Nintendo,Indies_Zero,7.9,70000,20000,10000,30000,0,775,14030
LEGO_The_Incredibles,NS_b,Warner_Bros._Interactive_Entertainment,Traveller's_Tales,6.5,630000,350000,210000,10000,60000,144,14037
Minecraft,NS_b,Mojang,4J_Studios,9.2,1890000,690000,560000,520000,120000,218,14043
Ys_VIII:_Lacrimosa_of_Dana,NS_b,NIS_America,Nihon_Falcom_Corporation,8.5,110000,30000,30000,30000,10000,-167,14048
Crash_Bandicoot_N._Sane_Trilogy,NS_b,Activision,Toys_for_Bob,6,1110000,440000,570000,20000,90000,131,14051
The_Crew_2,PS4_b,Ubisoft,Ivory_Tower,6.5,820000,220000,420000,50000,120000,20,14051
Captain_Toad:_Treasure_Tracker,3DS_b,Nintendo,Nintendo_EPD,8.5,190000,60000,40000,80000,10000,128,14065
WarioWare_Gold,3DS_b,Nintendo,Intelligent_Systems,8.1,280000,110000,30000,130000,10000,107,14086
Overcooked!_2,NS_b,Sold_Out,Ghost_Town_Games,8.4,290000,170000,90000,10000,30000,-54,14090
Monster_Hunter_Generations_Ultimate,NS_b,Capcom,Capcom,7.7,720000,270000,140000,270000,40000,2,14111
Dragon_Quest_XI:_Echoes_of_an_Elusive_Age,PS4_b,Square_Enix,Square_Enix,9.5,2040000,290000,220000,1430000,100000,7,14118
Nintendo_Labo:_Toy-Con_03_Vehicle_Kit,NS_b,Nintendo,Nintendo_EPD,7,410000,160000,150000,60000,30000,66,14128
Xenoblade_Chronicles_2:_Torna_~_The_Golden_Country,NS_b,Nintendo,Monolith_Soft,7.5,160000,80000,50000,20000,10000,5,14135
Valkyria_Chronicles_4,NS_b,Sega,Sega,8.6,190000,120000,40000,20000,20000,-14,14139
FIFA_19,NS_b,Electronic_Arts,EA_Sports,5.9,750000,180000,470000,60000,50000,-16,14142
Forza_Horizon_4,XOne_b,Microsoft_Studios,Playground_Games,9.2,1840000,740000,950000,10000,150000,-1,14146
Astro_Bot_Rescue_Mission,PS4_b,Sony_Interactive_Entertainment,SIE_Japan_Studio,8.5,710000,220000,360000,20000,110000,-15,14146
Assassin's_Creed_Odyssey,PS4_b,Ubisoft,Ubisoft_Quebec,9.5,3180000,1180000,1400000,90000,510000,43,14149
Disgaea_1_Complete,NS_b,NIS_America,Nippon_Ichi_Software,8,60000,30000,10000,10000,0,132,14153
Luigi's_Mansion,3DS_b,Nintendo,GREZZO,7.3,470000,190000,160000,90000,30000,660,14156
The_World_Ends_with_You:_Final_Remix,NS_b,Nintendo,Square_Enix,7.4,270000,140000,80000,30000,20000,169,14156
Red_Dead_Redemption_2,PS4_b,Rockstar_Games,Rockstar_Games,9.8,13940000,5260000,6210000,210000,2260000,7,14170
Diablo_III:_Eternal_Collection,NS_b,Blizzard_Entertainment,Blizzard_Entertainment,9,670000,380000,220000,10000,60000,-50,14177
Fallout_76,PS4_b,Bethesda_Softworks,Bethesda_Game_Studios,5.1,1320000,520000,490000,100000,200000,18,14189
Fortnite,NS_b,Warner_Bros._Interactive_Entertainment,Epic_Games,8.5,690000,380000,240000,10000,60000,-151,14191
Sid_Meier's_Civilization_VI,NS_b,2K_Games,Firaxis_Games,9.4,250000,120000,110000,10000,20000,33,14191
